ma_so_thue,ten_cong_ty,nam_thanh_lap,so_dien_thoai,email,dia_chi,nganh_nghe,tinh_thanh,crawled_at
0319515821,CÔNG TY TNHH METHOD FRAMEWORKS CONSULTING,,,,"Phòng L4-18, Tầng 4, Số 343, Đường Hoàng Sa, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319513782,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU KUNUZ,,,,"85/11 Lê Minh Nhựt, Ấp Tiền 1, Xã Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319517498,CÔNG TY TNHH XUẤT NHẬP KHẨU QUỐC TẾ QN,,,,"72/8 Trần Quốc Tuấn, Phường Hạnh Thông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319515839,CÔNG TY TNHH XUẤT NHẬP KHẨU MINH NÔNG FUTURE,,,,"72 Đường Số 6, Khu Nhà Ở Bình Chiểu, Phường Tam Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319513817,CÔNG TY TNHH TRUYỀN THÔNG VÀ DỊCH VỤ VÌ NHÂN,,,,"Số Oo18/3 Đường Bạch Mã, Phường Hòa Hưng, Quận 10, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319512669,CÔNG TY TNHH NURI MAX,,,,"Phòng 3A, Số 35 Hoàng Diệu, Phường Xóm Chiếu, Quận 4, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319516737,CÔNG TY TNHH PHÁT TRIỂN DỊCH VỤ LÊ VY,,,,"272 Đường Ba Tháng Hai, Phường Hòa Hưng, Quận 10, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319512411,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TỔNG HỢP PHÚC THIỆN,,,,"688/92 Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319517628,CÔNG TY TNHH THỜI TRANG FTR FASHION,,,,"297/42/5 Phan Huy Ích, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319512228,CÔNG TY TNHH TRẦN ANH SOLAR,,,,"127/99/30 Âu Cơ, Phường Hòa Bình, Quận 11, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319512242,CÔNG TY TNHH NHÀ CHO THUÊ VCT,,,,"34A Lâm Văn Bền, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
0319516670,CÔNG TY TNHH MỘT THÀNH VIÊN MAI LOVE,,,,"50 Nguyễn Bá Tuyển, Phường Bảy Hiền, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0305261246-006,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI MINH PHƯƠNG,,,,"292 Đinh Bộ Lĩnh, Phường Bình Thạnh, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319515620,CÔNG TY TNHH CHĂM SÓC SỨC KHOẺ VÀ SẮC ĐẸP QUỐC TẾ,,,,"46 Điện Biên Phủ, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319516656,CÔNG TY TNHH COMPASSEDU,,,,"97 Nguyễn Thị Nhung, Khu Đô Thị Vạn Phúc, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
1102156569-001,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH HAISON DECOR,,,,"50 Đường Số 33, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319516663,CÔNG TY TNHH SORA PHÚ AN,,,,"Tầng 14, Tháp 1, Toà Nhà Saigon Centre, 65 Lê Lợi, Phường Sài Gòn, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319513870,CÔNG TY TNHH BÁNH CANH CUA 87,,,,"87 Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319516688,CÔNG TY TNHH G.PROJECT VIỆT NAM,,,,"131 Bàu Cát, Phường Tân Bình, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319511841,CÔNG TY TNHH CA F&A INTERCONTINENTAL,,,,"186 Đường Nguyễn Hoàng, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319513824,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TRƯỜNG PHÁT THỊNH,,,,"Số 47/29 Đường Nguyễn Kim Cương, Ấp 10, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319515652,CÔNG TY TNHH XÂY DỰNG THƯƠNG MAI DỊCH VỤ DNT,,,,"27/6 Đường Trường Chinh, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319513888,CÔNG TY TNHH VIETNAM SIRE MANAGEMENT CONSULTANT,,,,"Số 2A Đường Số 2, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:56
0319516617,CÔNG TY TNHH THỰC PHẨM SUNUTS,,,,"178/19/1 Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319513849,CÔNG TY TNHH TAVIMY,,,,"20/108 Bờ Bao Tân Thắng, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319516744,CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ Y TẾ HY VIỆT,,,,"241/24 Đường Số 20, Phường An Nhơn, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319515589,CÔNG TY TNHH PHÁP LÝ ĐỊA ỐC VIỆT,,,,"11 Hồ Xuân Hương, Phường Xuân Hòa, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319516159,CÔNG TY TNHH HỢP TÁC QUỐC TẾ CỬU LONG HOLDINGS,,,,"Số 21/24 Đường Lý Chính Thắng, Khu Phố 13, Phường Xuân Hòa, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319514137,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHARMALOGY,,,,"23 Hồ Xuân Hương, Phường Xuân Hòa, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319515638,CÔNG TY TNHH DỊCH VỤ BẢO VỆ SGS,,,,"85/60I Phạm Viết Chánh, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319515268,CÔNG TY TNHH BIA 365,,,,"307 Võ Văn Tần, Phường Bàn Cờ, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319514585,CÔNG TY TNHH THƯƠNG MẠI YUMAN VIỆT NAM,,,,"Tầng 5, Tòa Nhà Songdo, 62A Đường Phạm Ngọc Thạch, Phường Xuân Hòa, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319516575,CÔNG TY CỔ PHẦN CÔNG NGHỆ ĐIỂM CHẠM TINH HOA,,,,"Số 06 Đường N3, Kdc Hiệp Thành, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319515733,CÔNG TY TNHH TM DV JISON HCM,,,,"152 Độc Lập, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319512644,CÔNG TY TRÁCH NHIỆM HỮU HẠN HOC CUNG NAM,,,,"131 Đường T6, Khu Phố 5, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:01
0319512690,CÔNG TY TNHH MỘT THÀNH VIÊN TPT GREEN,,,,"198/12/11A Đường Thạnh Lộc 15, Khu Phố 52, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319514592,CÔNG TY TNHH LNA HOSPITALITY,,,,"42 Lê Anh Xuân, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319514553,CÔNG TY TNHH KNOW HOW AUTOMATION TECHNOLOGY VIETNAM,,,,"114 Điện Biên Phủ, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319511785,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI DỊCH VỤ FC VIETNAM,,,,"46 Nguyễn Thái Bình, Phường Tân Sơn Nhất, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319514105,CÔNG TY TNHH CÔNG NGHỆ DỊCH VỤ THƯƠNG MẠI HOÀNG DUNG,,,,"Số 5, Đường Hưng Phú, Khu Phố 43, Phường Chánh Hưng, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319513750,CÔNG TY TNHH SẢN PHẨM ZHENGDA HYGIENE VIỆT NAM,,,,"L17-11, Tầng 17, Tòa Nhà Vincom Center, Số 72, Đường Lê Thán, Phường Sài Gòn, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319133251-001,CHI NHÁNH CÔNG TY TNHH ĐIỆN LẠNH HOÀNG LONG,,,,"110 Phạm Văn Đồng, Phường Hạnh Thông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319516712,CÔNG TY TNHH XÂY DỰNG VÀ TMDV THIÊN PHÚ MIỀN NAM,,,,"400/6 Ung Văn Khiêm, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319374923-001,CHI NHÁNH CÔNG TY TNHH TM DV GIA CÔNG IN NAM PHÁT,,,,"Số 260 Phan Anh, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319516649,CÔNG TY TNHH PHI VŨ TASTE,,,,"397 Nơ Trang Long, Khu Phố 32, Phường Bình Lợi Trung, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319511778,CÔNG TY CP ĐẦU TƯ DHL SÀI GÒN,,,,"70A Đường 2, Khu Phố 11, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319514095,CÔNG TY TNHH BM SAIGON,,,,"Số 17 Đường 41 Cát Lái, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:05
0319517113,CÔNG TY TNHH TERRANEX,,,,"86/35/11B Thích Quảng Đức, Khu Phố 15, Phường Đức Nhuận, Quận Phú Nhuận, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319517346,CÔNG TY TNHH NN ENTERTAINMENT,,,,"105 Nguyễn Thị Nhung, Kđt Vạn Phúc City, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319516631,CÔNG TY TNHH PHÁT TRIỂN TOÀN HỒNG PHƯỚC,,,,"Số 2/213 Ấp Đồng Hòa, Xã Cần Giờ, Huyện Cần Giờ, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319517441,CÔNG TY TNHH PHÚ VINH INDUSTRIAL SERVICE,,,,"Số 104 Đường Lò Lu, Phường Long Phước, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319430430-001,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT TƯỢNG CÔNG GIÁO MARIA - XƯỞNG SẢN XUẤT,,,,"823/7 Quốc Lộ 13, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319517385,CÔNG TY TNHH THIẾT KẾ NGỌC HÀ,,,,"Số Nhà B10.02 Đường Số 6, Khu Phố 17, Phường Tam Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319518886,CÔNG TY TNHH THƯƠNG MẠI - SẢN XUẤT - DỊCH VỤ - KỸ THUẬT NGÔ HOÀNG,,,,"25 Tôn Đản, Phường Xóm Chiếu, Quận 4, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319517586,CÔNG TY TNHH LINEX GLOBAL TRADING,,,,"Lầu 2, 68 Nguyễn Huệ, Phường Sài Gòn, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319515324,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THE 3TH,,,,"27C Quốc Hương, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319517554,CÔNG TY TNHH SỬA CHỮA VÀ BẢO DƯỠNG Ô TÔ TÂN THÀNH LONG,,,,"Số 112/19B Đường 42,Khu Phố 52, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319518117,CÔNG TY TNHH TMDV VĂN MẪN,,,,"021 Đường Số 12, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319518597,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG BẤT ĐỘNG SẢN PHƯƠNG ĐÔNG,,,,"270/93/13 Phan Đình Phùng, Phường Cầu Kiệu, Quận Phú Nhuận, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:10
0319515797,CÔNG TY TNHH BRIDGEWAY GLOBAL VENTURES,,,,"184 Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0313833546-002,CHI NHÁNH SỐ 2 - CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THÉP TÚ PHÁT,,,,"Lô Số 27A - 27B � 29A, Khu B, Đường D4, Khu Công Nghiệp An H, Xã Tân Vĩnh Lộc, Huyện Bình Chánh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319517018,CÔNG TY TNHH TMDV TRƯƠNG KHÁNH,,,,"100 Đường Tân Thới Nhất 13, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319518646,CÔNG TY TNHH DV BẢO VỆ CHUYÊN NGHIỆP LONG HẢI,,,,"269/18/2 Phan Huy Ích, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319518251,CÔNG TY TNHH VẬN TẢI XÂY DỰNG VIỄN KHẢI,,,,"08 Tân Thới Nhất 12, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0318868599-001,CHI NHÁNH CÔNG TY TNHH SKY STAR ENTERTAINMENT CULTURE MEDIA,,,,"15 Trần Quý Kiên, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319516374,CÔNG TY TNHH LƯƠNG TOÀN THẮNG OFFICIAL,,,,"Số 78/5/13 Đường Số 51, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319516335,CÔNG TY TNHH TMDV DIỆU HÀM,,,,"Số 25/83 Đường Ttn 13C, Khu Phố 29, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319518420,CÔNG TY TNHH MAY SÂU VÀ CỎ,,,,"Số 54A, Đường Ttn06, Khu Phố 16, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319519544,CÔNG TY TNHH AXIMORA GLOBAL TRADING,,,,"227/3/10 Phạm Văn Chiêu, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319367041-002,CHI NHÁNH 2 CÔNG TY TNHH ĐÀO TẠO & PHÁT TRIỂN GIÁO DỤC KỲ NGUYÊN � TRUNG TÂM NGOẠI NGỮ ĐÔNG ANH,,,,"240/1 - 240/3 Gò Xoài, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319517699,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ VẬN HÀNH Z TRUNG NAM,,,,"7A/68 Thành Thái, Phường Diên Hồng, Quận 10, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:14
0319517593,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ FUJACO,,,,"78 Đường Hồng Sến, Phường Long Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319517427,CÔNG TY TNHH LILY'S ROOM,,,,"131/63 Tô Hiến Thành, Phường Hòa Hưng, Quận 10, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0302873628-002,CHI NHÁNH - CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NGỌC KHẢI,,,,"52/70-72 Huỳnh Thiện Lộc, Phường Tân Phú, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0318451893-001,CHI NHÁNH 1 - CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI BAO BÌ HOÀNG TÍN MINH,,,,"54/21 Ao Đôi, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319517032,CÔNG TY TNHH ALSTART,,,,"4/4D Tạ Quang Bửu, Phường Chánh Hưng, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319519505,CÔNG TY TNHH RÈM CỬA AN PHONG,,,,"382/20 Phan Văn Trị, Khu Phố 7, Phường An Nhơn, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0314809095-002,CHI NHÁNH AN KHÁNH - CÔNG TY CỔ PHẦN ĐẦU TƯ AZGROUP,,,,"Số 110 Đường B2, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319515902,CÔNG TY TNHH D-ONE,,,,"2737/26/1A Phạm Thế Hiển, Phường Bình Đông, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319516945,CÔNG TY TNHH PNF GROUP,,,,"290/53 Ấp 117, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319516367,CÔNG TY TNHH DXCON MEDICAL,,,,"Số 449/57 Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319517515,CÔNG TY TNHH KỸ THUẬT XÂY DỰNG VẠN THỊNH PHÁT,,,,"Số 7A Đường 40 Khu Phố 22, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319515349,CÔNG TY TNHH TMDV KHẢI NAM,,,,"Số 32, Đường 3, Khu Dân Cư Trường Thịnh, Khu Phố 40, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:18
0319513687,CÔNG TY TNHH TMDV TỔNG HỢP HUỲNH TRÂM,,,,"Số 29 Nguyễn Thị Nhung, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319515490,CÔNG TY TNHH TMDV XNK QUỐC DUY,,,,"158/65/62 Phạm Văn Chiêu, Phường Thông Tây Hội, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319518283,CÔNG TY CP ĐẦU TƯ HELEN LIFE,,,,"36 Đường D10, Khu Phố 6, Phường Phước Long, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319515878,CÔNG TY CỔ PHẦN V F&B,,,,"79 Đường Ngô Thị Bì, Khu Đô Thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319513327,CÔNG TY TNHH NGỌC THỊNH A&C,,,,"34/5 Đường 25A, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319516952,CÔNG TY TNHH PHÁT LALA,,,,"Số 12, Đường 12, Khu Phố 2, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319515765,CÔNG TY TNHH XÂY DỰNG NỘI THẤT VŨ TRIẾT,,,,"78C/6/23 Bưng Ông Thoàn, Phường Long Trường, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319518519,CÔNG TY CỔ PHẦN GREENLINK CONSULTING,,,,"59 Nam Hòa, Khu Phố 29, Phường Phước Long, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319517635,CÔNG TY TNHH NEO ID,,,,"47 Đường 17, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319518205,CÔNG TY TNHH TMDV CHẤN PHONG,,,,"23/104B Đường Ttn 18, Khu Phố 4, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0311955965-002,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN CRAFT YARN VN,,,,"228/44/28 Đường Gò Xoài, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319513334,CÔNG TY CỔ PHẦN SSG SÀI GÒN,,,,"113/54/9 Đường Tch05, Khu Phố 50, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:22
0319519537,CÔNG TY TNHH QTKV GROUP,,,,"F15 Kdc Jamona, Đường 12, Quốc Lộ 13, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319516381,CÔNG TY TNHH FRAKTA AUTOMATION,,,,"72 Đường Số 14, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319517201,CÔNG TY TNHH DỊCH VỤ VẬN CHUYỂN THÀNH HƯNG MOVING,,,,"207/14 Khu Phố 45, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319515927,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN INNOTECH,,,,"308/53/3B Đường Huỳnh Tấn Phát, Khu Phố 39, Phường Tân Thuận, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319513292,CÔNG TY CỔ PHẦN CÔNG NGHỆ INDOORTEK,,,,"47C Lê Liễu, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319517970,CÔNG TY TNHH KIM QUANG LED,,,,"157/2 Đường Tô Ký, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319517681,CÔNG TY TNHH XÂY DỰNG KHUYNH HẢI,,,,"221/6/49 Đông Thạnh 4, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319518131,CÔNG TY TNHH HOÀNG LÂM TÙNG,,,,"Mặt Bằng Bán Lẻ Rp-06, Tầng 1, Trung Tâm Thương Mại Faifo La, Phường Cát Lái, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319515518,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ BÁCH PHƯỚC,,,,"428 Phạm Văn Chí, Phường Bình Tiên, Quận 6, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
1402179616-001,CHI NHÁNH CÔNG TY TNHH MTV NGUYÊN PHÚ THỊNH,,,,"Số 468 Đường Đỗ Văn Dậy, Xã Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319512845,CÔNG TY TNHH STEADY MARKETING,,,,"60 Nguyễn Văn Thủ, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319519495,CÔNG TY TNHH XÂY DỰNG VẬN TẢI TÀI EM,,,,"Số Ct 40/3 Đường Lê Thị Ánh, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:29
0319515469,CÔNG TY TNHH BAGRO GLOBAL,,,,"Số 42/32/17/13 Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319517762,CÔNG TY TNHH THƯƠNG MẠI MAY THÊU HỒNG LINH,,,,"14 Đường Đht 09, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319517120,CÔNG TY TNHH THƯƠNG MẠI NEXTGEN INTERNATIONAL,,,,"92/12 Đường Số 2, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319517240,CÔNG TY CỔ PHẦN EV HUB,,,,"491/1 Trường Chinh, Phường Tân Bình, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319516328,CÔNG TY TNHH MANI WELLBEING INSTITUDE,,,,"Số 778K/25 Đường Nguyễn Kiệm, Phường Đức Nhuận, Quận Phú Nhuận, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319515331,CÔNG TY TNHH VẬN TẢI XÂY DỰNG LÊ ĐỘ,,,,"Số 71, Đường Dân Chủ, Khu Phố 15, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319518244,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ MAY PHÚC MINH TOÀN,,,,"72/45A Đường 16, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
0319517025,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT ÂN HOA,,,,"76/81/17/19/21 Đường 44 Trương Đình Hội, Khu Phố 52, Phường Phú Định, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:47:33
